id,customer_id,type_id,location_address,location_zipcode,location_city_id,location_province_id,location_region_id,business_unit_id,first_audit_at,last_audit_at,next_audit_at,state,contact_user_id,note,operator,code,name,plant_type,range,stop_numb,registration_number,builder_name,capacity,installation_year,speed,factory_number
11,14,20,"VIA G. B. GUCCIA 19 ",90100,6265,17,11,0,0000-00-00,0000-00-00,2016-12-09,0,0,"VIA G. B. GUCCIA 19 - VIA RUGGERO SETTIMO 42 - VIA DI STEFANO
1) Sostituire le batterie del dispositivo automatico di riporto al piano; 2) Il CEV risulta vetusto, anche se funzionante alla prova: sostituirlo completo di tutti gli accessori, 3)  Il quadro","Agenzia Bancaria",2063,2063,1,400,8,"PA 8748",Sabiem,0,1979,0.00,35225
12,14,20,"VIA G. B. GUCCIA 19 ",90100,6265,17,11,0,0000-00-00,0000-00-00,2016-12-09,0,0,"Indirizzo completo:VIA G. B. GUCCIA 19 - VIA RUGGERO SETTIMO 42 - VIA DI STEFANO
","Agenzia Bancaria",2064,2064,1,400,9,PA8749,Sabiem,0,1979,0.00,35226
13,14,20,"VIA MAGLIOCCO",90100,6265,17,11,0,0000-00-00,0000-00-00,2016-12-08,0,0,"Indirizzo Completo:VIA MAGLIOCCO-VIA R. SETTIMO 26-PIAZZALE UNGHERIA
Note:1) Sostituire bottoniera d'ispezione; 2) Sostituire batterie del dispositivo automatico di riporto al piano; 3) sostituire lampada emergenza LM e VC, 4) rendere disponibile librett","Agenzia Bancaria",2070,2070,1,475,7,"PA 983",Sabiem,0,1956,0.00,901136
14,14,20,"VIA MAGLIOCCO",90100,6265,17,11,0,0000-00-00,0000-00-00,2016-12-08,0,0,"Indirizzo Completo:VIA MAGLIOCCO -VIA R. SETTIMO 26-PIAZZALE UNGHERIA
1) Il CEV risulta vetusto, anche se funzionante alla prova: sostituirlo completo di tutti gli accessori 2) Sostituire bottoniera d'ispezione; 3)sgombrare materiale posto nella scala d'","Agenzia Bancaria",2048,2048,1,475,7,"PA 984",Fiam,0,1956,0.00,901135
15,14,20,"Piazza UnitÃ  d'Italia 16/18",90100,6265,17,11,0,0000-00-00,0000-00-00,2016-09-24,0,0,"Installare lampada emergenza locale macchine, sostituire lampade vano corsa, manca libretto, manca interruttore emergenza in caso di pericolo.
","Agenzia Bancaria",2086,2086,1,400,2,PA7220,Sabiem,0,0,0.00,31276
16,14,20,"Corso Umberto 77;Piazza Roma77",09170,5886,80,10,0,0000-00-00,0000-00-00,2016-06-12,0,0,"1) Si nota presenza acqua in fossa (in corso opera di bonifica)
","Agenzia Bancaria",010470,010470,2,320,4,"OR 117",,0,1978,0.00,
17,14,20,"VIA DEL CORSO 374",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-10,0,0,,"Agenzia Bancaria",01045,01045,1,400,5,"CR 14530",Kone,0,2000,0.00,11523326
18,14,20,"Piazza Pitagora 10/11",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-04-28,0,0,"1) Agevolare accesso in fossa 2) Adeguare impianto elettrico 3) Dotare scale di accesso al locale macchina 4) tenere copia del libretto di immatricolazione sull'impianto.
","Agenzia Bancaria",010723,010723,1,"250 Kg",4,701528,Fiam,0,1962,0.00,27025
19,14,20,"Largo Carlo Felice 27",09134,5728,78,10,0,0000-00-00,0000-00-00,2016-06-11,0,0,"1)Sostituzione del Quadro di manovra (consigliato) 2)Isolamento dei cavi presenti nel quadro Ã¨ usurato 3) Sostituire pulsante allarme 4)Eseguire pulizia fossa
","Agenzia Bancaria",010460,010460,1,400,5,AE08862,Sele,0,2002,0.00,115770
20,14,20,"Largo Carlo Felice 27",09134,5728,78,10,0,0000-00-00,0000-00-00,2016-06-11,0,0,,"Agenzia Bancaria",010460,010460,1,630,5,CA/10/84,Sele,0,2002,0.00,08862
21,14,20," VIA MATTEOTTI 81",09016,5710,105,10,0,0000-00-00,0000-00-00,2016-06-11,0,0," Indirizzo Completo:VIA MATTEOTTI 81 - PIAZZA  OBERDAN
Note:1)Installare parapetto sul tetto di cabina

","Agenzia Bancaria",010465,010465,1,325,4,"CA 10/84",Maspero,0,1984,0.00,2615
22,14,20,"CORSO UMBERTO 167",07026,5644,108,10,0,0000-00-00,0000-00-00,2016-06-12,0,0,,"Agenzia Bancaria",012180,012180,2,320,3,SS1826,Otis,0,1979,0.00,54NG0260
23,14,20,"Via Guglielmo Marconi 157",09045,5728,78,10,0,0000-00-00,0000-00-00,2016-06-11,0,0,"1) Si consiglia sostituzione quadro di manovra 2) Manca schema valvole centralina idraulica 3) Manca Pompa a mano per salita 4) Ripristinare luce vano scala
","Agenzia Bancaria",012329,012329,2,325,3,CA116/85,Fiam,0,1985,0.00,899058
24,14,20,"Corso battisti 2/4",07100,5971,81,10,0,0000-00-00,0000-00-00,2016-06-12,0,0,"1)Sostituire lampada in cabina 2)Ultimare Installazione occhiello di apertura porte esterne
","Agenzia Bancaria",010475,010475,1,315,3,SS/H/2/2003,Fiam,0,0,0.00,A105/0285
25,14,20,"Corso battisti 2/4",07100,5971,81,10,0,0000-00-00,0000-00-00,2016-06-12,0,0,,"Agenzia Bancaria",010475,010475,1,315,3,SS451,Fiam,0,1966,0.00,170120
26,14,20,"Piazza Monte di PietÃ  34",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-25,0,0,"1)Esporre targa matricola in cabina; 2)Tenere libretto in loco.
","Agenzia Bancaria",101727,101727,0,1000,5,CR10303,Paravia,0,2008,0.00,25991
27,14,20,"Piazza Monte di PietÃ  34",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-25,0,0,"1)Esporre targa matricola in cabina; 2)Tenere libretto in loco.
","Agenzia Bancaria",101727,101727,1,1000,4,CR10304,Paravia,0,2008,0.00,25992
28,14,20,"Piazza P.Jenne 5",09134,5728,78,10,0,0000-00-00,0000-00-00,2016-06-11,0,0,,"Agenzia bancaria",100276,100276,2,400,4,"CA 2738",Ceamol,0,1975,0.00,1537
29,14,20,"Piazza P.Jenne 5",09134,5728,78,10,0,0000-00-00,0000-00-00,2016-06-11,0,0,,"Agenzia Bancaria",100276,100276,2,320,4,"CA 2740",Ceamol,0,1975,0.00,1539
30,14,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina 
","Agenzia Bancaria",101783,101783,2,630,8,"CR 12332",Kone,0,2002,0.00,102-76041
31,14,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina 2) Tenere sotto controllo le funi per una pronta sostituzione
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12330",Kone,0,2002,0.00,102-76044
32,14,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina 2) Tenere sotto controllo le funi per una pronta sostituzione
","Agenzia Bancaria",101783,101783,1,630,8,CR-12331,Kone,0,2002,0.00,102-76045
33,14,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina 
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12334",Kone,0,2002,0.00,102-76665
34,14,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Revisionare il quadro di manovra sostituendo le part degradate, meglio sostituirlo 2)revisionare argano, eliminando giochi vite/corona, meglio sostiuirlo 3) tenere sotto controllo le funi per una pronta sostituzione 4) Esporre targa matricola in cabina","Agenzia Bancaria",101783,101783,1,1200,8,52518,Sabiem,0,2002,0.00,32303
35,14,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12338",Kone,0,2002,0.00,102-76042
36,14,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12337","kone ",0,2002,0.00,102-76043
37,14,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,630,8,"CR,12340",Kone,0,2002,0.00,102-76046
38,14,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-29,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,630,6,CR-12336,Kone,0,2002,0.00,102-76047
39,14,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-26,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,1200,10,52517,Sabiem,0,2002,0.00,32301
40,14,20,"Viale Umberto Tupini 180",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-23,0,0,"1)Rendere disponibile libretto impianto
","Agenzia Bancaria",101721,101721,0,300,2,CR9810,"Elevatori Premontati",0,1984,0.00,E6936
41,14,20,"Via Mario Bianchini 43",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-23,0,0,"1) Esporre in cabina targa matricola 2) Eliminare materiale estraneo nel locale macchine 3) ripristinare illuminazione nel locale macchine 3)revisionare quadro di manovra eliminando parti usurate 4)adeguare impianto elettrico locale macchine 5)revisionare","Agenzia Bancaria",101658,101658,1,300,2,11304/91,Schindler,0,1991,0.00,4118002
42,15,20,"Via Mario Bianchini 43",00100,2142,42,9,0,0000-00-00,0000-00-00,0000-00-00,0,0,"1) Esporre in cabina targhe regolamentari 2) Ripristinare illuminazione locale macchina 3)Eliminare materiale estraneo nel locale macchine 4)Revisionare quadro di manovra 5)Adeguare impianto elettrico locale macchine 6) revisionare porta di cabina
","Agenzia Bancaria",101658,101658,1,630,8,11306/91,Schindeler,0,1991,0.00,4118004
43,15,20,"Via Mario Bianchini 43",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-06-08,0,0,"1) Esporre targa matricola in cabina 2) Potenziare illuminazione nel locale macchine 3) Ripristinare sistema di riporto al piano
","Agenzia Bancaria",101658,101658,1,630,10,11311/91,Schindler,0,1991,0.00,4118009
44,15,20,"Via Igino Garbini, 43",01100,2221,43,9,0,0000-00-00,0000-00-00,2020-07-04,0,0,"1) Eliminare perdite di olio dal circuito olio; si consiglia di centralizzare il segnale d'allarme 2) Revisionare le sospensioni e sostituire le parti usurate 3) Si consiglia di montare il parapetto sul tetto di cabina per amentare la sicurezza del manute","Angenzia Bancaria",102291,102291,2,"480 ",7,"VT 38/91",CEAM,6,1994,0.49,22N24423
45,15,20,"Via Igino Garbini, 43",01100,2221,43,9,0,0000-00-00,0000-00-00,2020-07-04,0,0,"1) Eliminare perdite di olio dal circuito olio; si consiglia di centralizzare il segnale d'allarme 2) Revisionare le sospensioni e sostituire le parti usurate 3) Si consiglia di montare il parapetto sul tetto di cabina per amentare la sicurezza del manute","Agenzia Bancaria",102291,102291,2,480,7,"VT 39/91",CEAM,6,1994,0.48,22N24424
46,15,20,"Via Igino Garbini 43",01100,2221,43,9,0,0000-00-00,0000-00-00,2016-05-20,0,0,,"Agenzia Bancaria",102291,102291,2,"480 ",7,VT39/91,Ceam,0,1994,0.00,22N24424
47,15,20,"Piazza Monte di PietÃ  32",00100,2142,42,9,0,0000-00-00,0000-00-00,2017-06-06,0,0,"1)Ripristinare funzionamento differenziali FM e Luce 2)Inserire saracinesca sulla tubazione di mandata olio 3)Inserire pompa a mano per risalita impianto 4)Apporre istruzioni manovra a mano nel locale macchinario 5)Ripristinare illuminazione in cabina
","Agenzia Bancaria",101727,101727,2,500,2,56368,Otis,0,2008,0.00,54KF9852
48,15,20,"Viale Trastevere 213",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-06-08,0,0,"1)Adeguare impianto elettrico locale centralino 2)limitare perdite olio cilindro pistone 3)tenere libretto di immatricolazione sull'impianto
","Agenzia Bancaria",101631,101631,2,375,3,55165,N/D,0,0,0.00,114
49,15,20,"Viale Umberto Tupini 180",00100,2142,42,9,0,0000-00-00,0000-00-00,0000-00-00,0,0,,"Agenzia Bancaria",101721,101721,1,230,2,S6h7,EP,0,1984,0.00,1087147
50,15,20,"Viale Umberto Tupini 180",00100,2142,42,9,0,0000-00-00,0000-00-00,2015-05-25,0,0,,"Agenzia Bancaria",101155,101155,0,,0,E5755,THYSSENKRUPP,0,2009,0.00,98893
51,15,20,"Viale Umberto Tupini 180",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-23,0,0,,"Agenzia Bancaria",101721,101721,2,300,2,18750,EP,0,2010,0.00,2600023872
52,15,20,"Via Umberto I, 77",09170,5886,80,10,0,0000-00-00,0000-00-00,2020-07-17,0,0,"Collaudo 02/03/1972
","Agenzia Bancaria",010470,010470,2,320,4,OR/117,CEAMOL,4,1972,0.65,2615
53,15,20,"VIA DEL CORSO 374",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-07-14,0,0,,"Agenzia Bancaria",010745,010745,1,400,5,"CR 14530",kone,0,2000,0.00,11523326
54,15,20,"Piazza Pitagora 10/11",00100,2142,42,9,0,0000-00-00,0000-00-00,2018-05-11,0,0,"1) Agevolare accesso in fossa 2) Adeguare impianto elettrico 3) Dotare scale di accesso al locale macchina 4) tenere copia del libretto di immatricolazione sull'impianto.
","Agenzia Bancaria",010723,010723,1,250,4,27025,Fiam,0,1962,0.00,701528
55,15,20,"Largo Carlo Felice, 27",09134,5728,78,10,0,0000-00-00,0000-00-00,2019-10-05,0,0,"Data collaudo nuovo impianto: 22/01/2002","Agenzia Bancaria",010460,010460,1,400,5,CA-36/2003,SELE,5,2002,1.00,AE08862
56,15,20,"Largo Carlo Felice, 27",09134,5728,78,10,0,0000-00-00,0000-00-00,2018-07-04,0,0,"Il manutentore non ha potuto effettuare le prove di isolamento sul quadro di manovra in quanto i circuiti non corrispondono a quelli riportati sullo schema elettrico originario presente in locale macchina.
L'impianto dovrÃ  essere integralmente sostituit","Agenzia Bancaria",010460,010460,1,630,5,CA/2127,FIAM,8,0,0.78,150.150
57,15,20,"Via Matteotti 81-Piazza Oberdan",09016,5710,105,10,0,0000-00-00,0000-00-00,2020-07-18,0,0,"Collaudo 09/05/1984","Agenzia Bancaria",010465,010465,2,325,4,CA-10/84,FIAM,4,1984,0.60,899049
58,15,20,"Corso umberto I, 167",07026,5644,108,10,0,0000-00-00,0000-00-00,2020-12-17,0,0,,"Agenzia Bancaria",012180,012180,2,320,3,SS/1826,"Stigler Otis",4,1979,0.60,54NG0260
59,15,20,"Via Guglielmo Marconi, 157",09045,7958,78,10,0,0000-00-00,0000-00-00,2020-02-09,0,0,"Collaudo: 21/05/1985
","Agenzia Bancaria",012329,012329,2,325,3,CA-116/85,FIAM,4,1985,0.60,899058
60,15,20,"Corso battisti 2/4",07100,5971,81,10,0,0000-00-00,0000-00-00,2020-10-29,0,0,"Dichiarazione di conformitÃ  CE del fabbricante del 30/10/2002.
","Agenzia Bancaria",010475,010475,2,300,2,SSH/2/2003,"B.M.P. - mod. P1000",2,2002,0.10,A10.5/0285
61,15,20,"Via Cesare Battisti, 2/4",07100,5971,81,10,0,0000-00-00,0000-00-00,2020-10-09,0,0,"Collaudo 14/07/1966
","Agenzia Bancaria",010475,010475,1,315,5,SS/451,FIAM,4,1966,0.81,170120
62,15,20,"Piazza Monte di PietÃ  34",00100,2142,42,9,0,0000-00-00,0000-00-00,2018-06-06,0,0,,"Agenzia Bancaria",101727,101727,1,1000,5,CR10303,Paravia,0,2008,0.00,25991
63,15,20,"Piazza Monte di PietÃ  34",00100,2142,42,9,0,0000-00-00,0000-00-00,2018-07-06,0,0,,"Agenzia Bancaria",101727,101727,1,1000,4,CR10304,Paravia,0,2008,0.00,25992
64,15,20,"Piazza Monte di PietÃ  34",00100,2142,42,9,0,0000-00-00,0000-00-00,2018-06-06,0,0,"1)Esporre targa matricola in cabina; 2)Tenere libretto in loco.
","Agenzia Bancaria",101727,101727,1,480,3,CR10305,Paravia,0,2008,0.00,25993
65,15,20,"Piazza P.Jenne 5",09134,5728,78,10,0,0000-00-00,0000-00-00,2016-06-11,0,0,,"Agenzia Bancaria",100276,100276,2,400,4,"CA 2738",Ceamol,0,1975,0.00,1537
66,15,20,"Piazza P.Jenne 5",09134,5728,78,10,0,0000-00-00,0000-00-00,2016-06-11,0,0,,"Agenzia Bancaria",3371097,09134,2,320,4,"CA 2740",Ceamol,0,1975,0.00,1539
67,15,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-10-31,0,0,"1) Esporre targa matricola in cabina 
","Agenzia Bancaria",101783,101783,1,630,8,CR12335,kone,0,2002,0.00,102-76664
68,15,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-10-31,0,0,"1) Esporre targa matricola in cabina 2) Tenere sotto controllo le funi per una pronta sostituzione
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12330",kone,0,2002,0.00,10276044
69,15,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-10-31,0,0,,"Agenzia Bancaria",101783,CR12333,1,630,8,CR12333,Kone,0,2002,0.00,10276040
70,15,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-10-31,0,0,"1) Esporre targa matricola in cabina 
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12334",kone,0,2002,0.00,10276665
71,15,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-11-05,0,0,"1) Revisionare il quadro di manovra sostituendo le part degradate, meglio sostituirlo 2)revisionare argano, eliminando giochi vite/corona, meglio sostituirlo 3) tenere sotto controllo le funi per una pronta sostituzione 4) Esporre targa matricola in cabin","Agenzia Bancaria",101783,101783,1,1200,8,52518,Sabiem,0,2002,0.00,32303
72,15,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-11-05,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12338",Kone,0,2002,0.00,10276042
73,15,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-11-05,0,0,,"Agenzia Bancaria",101783,101783,1,630,8,"CR 12337",Kone,0,2002,0.00,10276043
74,15,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-10-31,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,630,8,CR12340,kone,0,2002,0.00,10276046
75,15,20,"Largo F. Anzani 3",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-10-31,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,630,8,"CR 12336",Kone,0,2002,0.00,10276047
76,15,20,"Largo F. Anzani 13",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-11-05,0,0,"1) Esporre targa matricola in cabina
","Agenzia Bancaria",101783,101783,1,1200,10,52517,Sabiem,0,2002,0.00,32301
77,15,20,"Viale Umberto Tupini 180",00100,2142,42,9,0,0000-00-00,0000-00-00,2016-06-23,0,0,"1)Rendere disponibile libretto impianto
","Agenzia bancaria",101721,101721,2,630,2,CR9810,"Elevatori premontati",0,1984,0.00,E6936
78,15,20,"Via Mario Bianchini 43",00100,2142,42,9,0,0000-00-00,0000-00-00,2020-08-21,0,0,"1) Esporre in cabina targa matricola 2) Eliminare materiale estraneo nel locale macchine 3) ripristinare illuminazione nel locale macchine 3)revisionare quadro di manovra eliminando parti usurate 4)adeguare impianto elettrico locale macchine 5)revisionare","Agenzia Bancaria",101658,101658,1,630,8,11304/91,Schindler,0,1991,0.00,4118002
79,15,20,"Via Alfonso Borrelli 20/22",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-11-12,0,0,"Manca libretto, ripristinare lampade vano corsa
","Agenzia Bancaria",101299,101299,1,800,2,36825,Sabiem,0,0,0.00,"PA 9404"
80,15,20,"VIA G. B. GUCCIA 19 ",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-03-09,0,0,"Indirizzo completo:Via G.B. Guccia 19 - Via Ruggero Settimo 42-Via di Stefano
1) Il CEV risulta vetusto e rumoroso, anche se funzionante alla prova: sostituirlo completo di tutti gli accessori
"," Angenzia  Bancaria",101257,101257,1,315,7,"PA 8742",Sabiem,0,1979,0.00,35219
81,15,20,"VIA G. B. GUCCIA 19 ",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-03-09,0,0,"Indirizzo Completo:Via G.B. Guccia 19-Via Ruggero Settimo 42 - Via Di Stefano
1) Sostituire le batterie del dispositivo automatico di riporto al piano; 2) Il CEV risulta vetusto, anche se funzionante alla prova: sostituirlo completo di tutti gli accessor","Agenzia Bancaria",101257,101257,1,315,7,"PA 8743",Sabiem,0,1979,0.00,35220
82,15,20,"Ruggero Settimo 42",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-03-28,0,0,"Indirizzo Completo:Via G.B. Guccia 19-Via Ruggero Settimo 42 - Via Di Stefano
1) Sostituire le batterie del dispositivo automatico di riporto al piano; 2) Il CEV risulta vetusto, anche se funzionante alla prova: sostituirlo completo di tutti gli accessor","Agenzia Bancaria",101257,101257,1,535,9,"PA 8745",SCHINDLER,7,1979,1.00,20041321
83,15,20,"Ruggero Settimo 42",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-03-28,0,0,"Via G.B. Guccia 19 - Via Ruggero Settimo 42-Via di Stefano 
1) Il gruppo argano-motore presenta perdite di olio e rumorositÃ : eliminarli 2) Il quadro di manovra presenta elementi deteriorati e/o magnetizzati: sostituirlo; 3) Il CEV risulta vetusto anche","Agenzia Bancaria",101257,101257,1,535,9,"PA 8746",SCHINDLER,7,2017,1.00,20041321-1
84,15,20,"Ruggero Settimo 42",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-03-28,0,0,"Indirizzo completo:Via G.B. Guccia 19 - Via Ruggero Settimo 42-Via di Stefano 
1) Sostituire le batterie del dispositivo automatico di riporto al piano; 2) Il CEV risulta vetusto, anche se funzionante alla prova: sostituirlo completo di tutti gli accesso","Agenzia Bancaria",101257,101257,1,535,9,"PA 8747",SCHINDLER,7,2017,1.00,20041321-2
85,15,20,"VIA G. B. GUCCIA 19 ",90100,6265,17,11,0,0000-00-00,0000-00-00,1000-01-01,0,0,"Indizzo Completo:VIA G. B. GUCCIA 19 - VIA RUGGERO SETTIMO 42 - VIA DI STEFANO
1) Sostituire le batterie del dispositivo automatico di riporto al piano; 2) Il CEV risulta vetusto, anche se funzionante alla prova: sostituirlo completo di tutti gli accesso","Agenzia Bancaria",101257,101257,1,400,8,"PA 8748",Sabiem,0,1979,0.00,35225
86,15,20,"VIA G. B. GUCCIA 19 ",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-01-18,0,0,"Indizzo Completo:VIA G. B. GUCCIA 19 - VIA RUGGERO SETTIMO 42 - VIA DI STEFANO
1) Sostituire le batterie del dispositivo automatico di riporto al piano; 2) Il CEV risulta vetusto, anche se funzionante alla prova: sostituirlo completo di tutti gli accesso","Agenzia Bancaria",101257,101257,1,475,9,"PA 8749",Sabiem,0,1979,0.00,35226
87,15,20,"VIA MAGLIOCCO-VIA R. SETTIMO 26-PIAZZALE UNGHERIA",90100,6265,17,11,0,0000-00-00,0000-00-00,2020-03-28,0,0,"Indizzo completo:Via Magliocco -Via R. Settimo 26 - Piazzale Ungheria
1) Sostituire bottoniera d'ispezione; 2) Sostituire batterie del dispositivo automatico di riporto al piano; 3) sostituire lampada emergenza LM e VC, 4) rendere disponibile libretto as","Agenzia Bancaria",101236,101236,1,625,7,"PA 983",SCHINDLER,8,2017,1.00,20037185
