id,customer_id,type_id,location_address,location_zipcode,location_city_id,location_province_id,location_region_id,business_unit_id,energy_power,surface_area,measuring_point,first_audit_at,last_audit_at,next_audit_at,state,structure_type,man_hours,contact_user_id,note,operator,code,name,periodicity,dangerous_gas,dangerous_dust,step_points,contact_points,supply_type,distribution_type,plant_site,location_address_n
33,1637,10,"VIA PROVIN. PER SCOGLITTI",97019,6305,18,11,0,30,300,0,0000-00-00,0000-00-00,2019-06-19,0,0,3,0,,"Distributore Carburante",29884,"PV 29884",2,,,0,0,BT,TT,,
34,1637,12,"VIA PROVIN. PER SCOGLITTI",97019,6305,18,11,0,0,300,0,0000-00-00,0000-00-00,2019-06-19,0,0,3,0,,"Distributore Carburante",29884,"PV 29884",2,21|22,,0,0,,,,
35,1637,10,"DUCA ABRUZZI",97014,6298,18,11,0,30,300,0,0000-00-00,0000-00-00,2017-02-24,0,0,3,0,,"Distributore Carburante",29894,"PV 29894",2,,,0,0,BT,TT,,
36,1637,12,"DUCA ABRUZZI",97014,6298,18,11,0,0,300,0,0000-00-00,0000-00-00,2017-02-24,0,0,3,0,,"Distributore Carburante",29894,"PV 29894",2,21|22,,0,0,,,,
37,1637,10,"SP COMISO GIAMMICHELE",97013,6296,18,11,0,30,300,0,0000-00-00,0000-00-00,2019-05-15,0,0,3,0,,"Distributore Carburante",29927,"PV 29927",2,,,0,0,BT,TT,,
38,1637,12,"SP COMISO GIAMMICHELE",97013,6296,18,11,0,0,300,0,0000-00-00,0000-00-00,2019-05-15,0,0,3,0,,"Distributore Carburante",29927,"PV 29927",2,21|22,,0,0,,,,
39,1637,10,"SS 115 KM 286",97011,6294,18,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-09,0,0,3,0,,"Distributore Carburante",56029,"PV 56029",2,,,0,0,BT,TT,,
40,1637,12,"SS 115 KM 286",97011,6294,18,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-09,0,0,3,0,,"Distributore Carburante",56029,"PV 56029",2,21|22,,0,0,,,,
41,1637,10,"S.S. 113 KM 21+959",98049,6213,16,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",9651,"PV 9651",2,,,0,0,BT,TT,,
42,1637,12,"S.S. 113 KM 21+959",98049,6213,16,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",9651,"PV 9651",2,21|22,,0,0,,,,
43,1637,10,"VIA UMBERTO BONINO, 1",98124,6160,16,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",29658,"PV 29658",2,,,0,0,BT,TT,,
44,1637,12,"VIA UMBERTO BONINO, 1",98124,6160,16,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",29658,"PV 29658",2,21|22,,0,0,,,,
45,1637,10,"S.S. 113 KM 95+872",98061,6128,16,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",9661,"PV 9661",2,,,0,0,BT,TT,,
46,1637,12,"S.S. 113 KM 95+872",98061,6128,16,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",9661,"PV 9661",2,21|22,,0,0,,,,
47,1637,10,"VIA LIBERTA'/MASCAGNI",95129,6064,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",55082,"PV 55082",2,,,0,0,BT,TT,,
48,1637,12,"VIA LIBERTA'/MASCAGNI",95129,6064,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",55082,"PV 55082",2,21|22,,0,0,,,,
49,1637,10,"CATIRA/SANTA LUCIA",95037,6091,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",39211,"PV 39211",2,,,0,0,BT,TT,,
50,1637,12,"CATIRA/SANTA LUCIA",95037,6091,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",39211,"PV 39211",2,21|22,,0,0,,,,
51,1637,10,"ME/FATTI TINDARI SUD AUT.",98060,6174,16,11,0,90,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",19658,"PV 19658",2,,,0,0,BT,TT,,
52,1637,12,"ME/FATTI TINDARI SUD AUT.",98060,6174,16,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",19658,"PV 19658",2,21|22,,0,0,,,,
53,1637,10,"VIA LORETO, 14",95024,6054,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",9605,"PV 9605",2,,,0,0,BT,TT,,
54,1637,12,"VIA LORETO, 14",95024,6054,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",9605,"PV 9605",2,21|22,,0,0,,,,
55,1637,10,"PROVINCIALE MACCHIA DI GIARRE",95010,6066,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",55063,"PV 55063",2,,,0,0,BT,TT,,
56,1637,12,"PROVINCIALE MACCHIA DI GIARRE",95010,6066,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",55063,"PV 55063",2,21|22,,0,0,,,,
57,1637,10,"VIALE KENNEDY 004",95121,6064,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",9627,"PV 9627",2,,,0,0,BT,TT,,
58,1637,12,"VIALE KENNEDY 004",95121,6064,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",9627,"PV 9627",2,21|22,,0,0,,,,
59,1637,10,BARRIERA,95030,7975,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",59429,"PV 59429",2,,,0,0,BT,TT,,
60,1637,12,BARRIERA,95030,7975,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",59429,"PV 59429",2,21|22,,0,0,,,,
61,1637,10,"ETNEA 400",95030,6099,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",58304,"PV 58304",2,,,0,0,BT,TT,,
62,1637,12,"ETNEA 400",95030,6099,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",58304,"PV 58304",2,21|22,,0,0,,,,
63,1637,10,"PRINCIPE DI PIEMONTE",95013,6065,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",55059,"PV 55059",2,,,0,0,BT,TT,,
64,1637,12,"PRINCIPE DI PIEMONTE",95013,6065,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",55059,"PV 55059",2,21|22,,0,0,,,,
65,1637,10,"VIA G. VERGA",95047,7974,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",55066,"PV 55066",2,,,0,0,BT,TT,,
66,1637,12,"VIA G. VERGA",95047,7974,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",55066,"PV 55066",2,21|22,,0,0,,,,
67,1637,10,"USCITA PER SCHETTINO",95047,7974,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",19569,"PV 19569",2,,,0,0,BT,TT,,
68,1637,12,"USCITA PER SCHETTINO",95047,7974,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",19569,"PV 19569",2,21|22,,0,0,,,,
69,1637,10,"VIA ARCHIMEDE 79",95010,6096,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",19584,"PV 19584",2,,,0,0,BT,TT,,
70,1637,12,"VIA ARCHIMEDE 79",95010,6096,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",19584,"PV 19584",2,21|22,,0,0,,,,
71,1637,10,"CORSO CARLO MARX 10",95045,6080,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",9595,"PV 9595",2,,,0,0,BT,TT,,
72,1637,12,"CORSO CARLO MARX 10",95045,6080,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",9595,"PV 9595",2,21|22,,0,0,,,,
73,1637,10,"SS. 121 KM 8+100",95045,6080,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",19648,"PV 19648",2,,,0,0,BT,TT,,
74,1637,12,"SS. 121 KM 8+100",95045,6080,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-08,0,0,3,0,,"Distributore Carburante",19648,"PV 19648",2,21|22,,0,0,,,,
75,1637,10,"VIALE M.PLO A16",95126,6064,14,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",29591,"PV 29591",2,,,0,0,BT,TT,,
76,1637,12,"VIALE M.PLO A16",95126,6064,14,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-07,0,0,3,0,,"Distributore Carburante",29591,"PV 29591",2,21|22,,0,0,,,,
77,1637,10,"VIA MOLO S. PAOLO",92019,6026,12,11,0,30,300,0,0000-00-00,0000-00-00,2020-11-13,0,0,3,0,,"Distributore Carburante",9826,"PV 9826",2,,,0,0,BT,TT,,
78,1637,12,"VIA MOLO S. PAOLO",92019,6026,12,11,0,0,300,0,0000-00-00,0000-00-00,2014-03-04,0,0,3,0,,"Distributore Carburante",9826,"PV 9826",2,21|22,,0,0,,,,
79,1637,10,"VIA LUNGOMARE C.COLOMBO",92019,6026,12,11,0,30,300,0,0000-00-00,0000-00-00,2020-11-13,0,0,3,0,,"Distributore Carburante",19845,"PV 19845",2,,,0,0,BT,TT,,
80,1637,12,"VIA LUNGOMARE C.COLOMBO",92019,6026,12,11,0,0,300,0,0000-00-00,0000-00-00,2014-03-04,0,0,3,0,,"Distributore Carburante",19845,"PV 19845",2,21|22,,0,0,,,,
81,1637,10,"MOLO SUD CT BERSAGLIERE",90100,6265,17,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",19812,"PV 19812",2,,,0,0,BT,TT,,
82,1637,12,"MOLO SUD CT BERSAGLIERE",90100,6265,17,11,0,0,300,0,0000-00-00,0000-00-00,2014-03-04,0,0,3,0,,"Distributore Carburante",19812,"PV 19812",2,21|22,,0,0,,,,
83,1637,10,"PIAZZALE MAZZINI",96010,6324,19,11,0,30,300,0,0000-00-00,0000-00-00,2014-03-04,0,0,3,0,,"Distributore Carburante",19912,"PV 19912",2,,,0,0,BT,TT,,
84,1637,12,"PIAZZALE MAZZINI",96010,6324,19,11,0,0,300,0,0000-00-00,0000-00-00,2014-03-04,0,0,3,0,,"Distributore Carburante",19912,"PV 19912",2,21|22,,0,0,,,,
85,1637,10,"VIA F.CRISPI LOC. MARINA LUNGA",98055,6155,16,11,0,30,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",9675,"PV 9675",2,,,0,0,BT,TT,,
86,1637,12,"VIA F.CRISPI LOC. MARINA LUNGA",98055,6155,16,11,0,0,300,0,0000-00-00,0000-00-00,2021-01-28,0,0,3,0,,"Distributore Carburante",9675,"PV 9675",2,21|22,,0,0,,,,
87,1637,10,"VIA VENEZIA",93012,6035,13,11,0,30,300,0,0000-00-00,0000-00-00,2018-11-08,0,0,3,0,,"Distributore Carburante",9535,"PV 9535",2,,,0,0,BT,TT,,
88,1637,12,"VIA VENEZIA",93012,6035,13,11,0,0,300,0,0000-00-00,0000-00-00,2014-03-04,0,0,3,0,,"Distributore Carburante",9535,"PV 9535",2,21|22,,0,0,,,,
89,1637,10,"VIA GENERALE CASCINO",97019,6305,18,11,0,30,300,0,0000-00-00,0000-00-00,2020-10-18,0,0,3,0,,"Distributore Carburante",19878,"PV 19878",2,,,0,0,BT,TT,,
90,1637,12,"VIA GENERALE CASCINO",97019,6305,18,11,0,0,300,0,0000-00-00,0000-00-00,2016-12-10,0,0,3,0,,"Distributore Carburante",19878,"PV 19878",2,21|22,,0,0,,,,
91,1637,10,"SP COMISO-CHIARAMONT GULFI",97013,6296,18,11,0,30,300,0,0000-00-00,0000-00-00,2020-10-18,0,0,3,0,,"Distributore Carburante",19893,"PV 19893",2,,,0,0,BT,TT,,
92,1637,12,"SP COMISO-CHIARAMONT GULFI",97013,6296,18,11,0,0,300,0,0000-00-00,0000-00-00,2016-12-10,0,0,3,0,,"Distributore Carburante",19893,"PV 19893",2,21|22,,0,0,,,,
93,1637,10,"SS. 115 C.DA MARITAGGI",97019,6305,18,11,0,30,300,0,0000-00-00,0000-00-00,2019-05-15,0,0,3,0,"NON INSERITO NUMERO ORDINE.IMPIANTO INSERITO IN OFFERTA 1542/2014 MA NON NELL'ORDINE DI LAVORO DI RIFERIMENTO","Distributore Carburante",29890,"PV 29890",2,,,0,0,BT,TT,,
94,1637,12,"SS. 115 C.DA MARITAGGI",97019,6305,18,11,0,0,300,0,0000-00-00,0000-00-00,2019-05-15,0,0,3,0,,DIS,29890,"PV 29890",2,21|22,,0,0,,,,
95,1641,10,"SS 43 KM 26+750",38017,6568,101,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-11,0,0,3,0,,"Distributore Carburante",3463,"PV 3463",2,,,0,0,BT,TT,,
96,1641,12,"SS 43 KM 26+750",38017,6568,101,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-11,0,0,3,0,,"Distributore Carburante",3463,"PV 3463",2,21|22,,0,0,,,,
97,1641,10,"VIA ROMA, 65",38054,6644,101,5,0,30,300,0,0000-00-00,0000-00-00,2019-02-15,0,0,3,0,,"Distributore Carburante",3500,"PV 3500",2,,,0,0,BT,TT,,
98,1641,12,"VIA ROMA, 65",38054,6644,101,5,0,0,300,0,0000-00-00,0000-00-00,2019-02-15,0,0,3,0,,"Distributore Carburante",3500,"PV 3500",2,21|22,,0,0,,,,
99,1641,10,"VIA TRENTO, 168",38023,6517,101,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-11,0,0,3,0,,"Distributore Carburante",3517,"PV 3517",2,,,0,0,BT,TT,,
100,1641,12,"VIA TRENTO, 168",38023,6517,101,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-11,0,0,3,0,,"Distributore Carburante",3517,"PV 3517",2,21|22,,0,0,,,,
101,1641,10,"PONTE SAN LORENZO",38122,6648,101,5,0,30,300,0,0000-00-00,0000-00-00,2016-11-26,0,0,3,0,,"Distributore Carburante",3520,"PV 3520",2,,,0,0,BT,TT,,
102,1641,12,"PONTE SAN LORENZO",38122,6648,101,5,0,0,300,0,0000-00-00,0000-00-00,2016-11-26,0,0,3,0,,"Distributore Carburante",3520,"PV 3520",2,21|22,,0,0,,,,
103,1641,10,"S.S. 48 KM 63+940",38032,6496,101,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",3528,"PV 3528",2,,,0,0,BT,TT,,
104,1641,12,"S.S. 48 KM 63+940",38032,6496,101,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",3528,"PV 3528",2,21|22,,0,0,,,,
105,1641,10,"FRAZIONE DERMULO",38012,6629,101,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-11,0,0,3,0,,"Distributore Carburante",3540,"PV 3540",2,,,0,0,BT,TT,,
106,1641,12,"FRAZIONE DERMULO",38012,6629,101,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-11,0,0,3,0,,"Distributore Carburante",3540,"PV 3540",2,21|22,,0,0,,,,
107,1641,10,"LOC. S.ILARIO VIALE TRENTO",38068,6648,101,5,0,30,300,0,0000-00-00,0000-00-00,2021-01-14,0,0,3,0,"HO DOVUTO INSERIRE TRENTO MA IN REALTA' E' ROVERETO IL COMUNE NON E' PRESENTE IN ELENCO","Distributore Carburante",3546,"PV 3546",2,,,0,0,BT,TT,,
108,1641,12,"LOC. S.ILARIO VIALE TRENTO",38068,6648,101,5,0,0,300,0,0000-00-00,0000-00-00,2021-01-14,0,0,3,0,"HO DOVUTO INSERIRE TRENTO MA IN REALTA' E' ROVERETO IL COMUNE NON E' PRESENTE IN ELENCO","Distributore Carburante",3546,"pv 3546",2,21|22,,0,0,,,,
109,1641,10,"TANGENZIALE SUD 4/6 ",38100,6648,101,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-10,0,0,3,0,,"Distributore Carburante",13492,"PV 13492",2,,,0,0,BT,TT,,
110,1641,12,"TANGENZIALE SUD 4/6 ",38100,6648,101,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-10,0,0,3,0,,"Distributore Carburante",13492,"PV 13492",2,21|22,,0,0,,,,
111,1641,10,"ROVERETO-VIA CAVOUR 31/A",38068,6648,101,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-10,0,0,3,0,"IL COMUNE ROVERETO NON E' PRESENTE IN ELENCO","Distributore Carburante",52662,"PV 52662",2,,,0,0,BT,TT,,
112,1641,12,"ROVERETO-VIA CAVOUR 31/A",38068,6648,101,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-10,0,0,3,0,"IL COMUNE ROVERETO NON E' PRESENTE IN ELENCO","Distributore Carburante",52662,"PV 52662",2,21,,0,0,,,,
113,1641,10,"VIA PETER MAYR 16",39042,6361,102,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",3144,"PV 3144",2,,,0,0,BT,TT,,
114,1641,12,"VIA PETER MAYR 16",39042,6361,102,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",3144,"PV 3144",2,21|22,,0,0,,,,
115,1641,10,"SS-12 KM 507+530",39049,6462,102,5,0,30,300,0,0000-00-00,0000-00-00,2019-11-08,0,0,3,0,,"Distributore Carburante",3176,"PV 3176",2,,,0,0,BT,TT,,
116,1641,12,"SS-12 KM 507+530",39049,6462,102,5,0,0,300,0,0000-00-00,0000-00-00,2019-11-08,0,0,3,0,,"Distributore Carburante",3176,"PV 3176",2,21|22,,0,0,,,,
117,1641,10,"LOC. STEG/CAMPODAZZO",39040,6420,102,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-12,0,0,3,0,,"Distributore Carburante",13128,"PV 13128",2,,,0,0,BT,TT,,
118,1641,12,"LOC. STEG/CAMPODAZZO",39040,6420,102,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-12,0,0,3,0,,"Distributore Carburante",13128,"PV 13128",2,21|22,,0,0,,,,
119,1641,10,"BRENNERO 47",39042,6361,102,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",52578,"PV 52578",2,,,0,0,BT,TT,,
120,1641,12,"BRENNERO 47",39042,6361,102,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",52578,"PV 52578",2,21|22,,0,0,,,,
121,1641,10,"VIA VAL PUSTERIA 26",39037,6422,102,5,0,30,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",52580,"PV 52580",2,,,0,0,BT,TT,,
122,1641,12,"VIA VAL PUSTERIA 26",39037,6422,102,5,0,0,300,0,0000-00-00,0000-00-00,2020-09-13,0,0,3,0,,"Distributore Carburante",52580,"PV 52580",2,21|22,,0,0,,,,
123,1632,10,"TO/MI SETTIMO SUD",10036,5175,11,13,0,70,300,0,0000-00-00,0000-00-00,2021-01-30,0,0,3,0,,DISTR,565,"PV 565",2,,,0,0,BT,TT,,
124,1632,12,"TO/MI SETTIMO SUD",10036,5175,11,13,0,0,300,0,0000-00-00,0000-00-00,2021-01-30,0,0,3,0,,"Distributore Carburante",565,"PV 565",2,21|22,,0,0,,,,
125,1634,10,"LOC ILES DE BRISSOGNE",11020,7035,77,16,0,70,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",31,"PV 31",2,,,0,0,BT,TT,,
126,1634,12,"LOC ILES DE BRISSOGNE",11020,7035,77,16,0,0,300,0,0000-00-00,0000-00-00,2021-01-29,0,0,3,0,,"Distributore Carburante",31,"PV 31",2,21|22,,0,0,,,,
