id,customer_id,machine_group_id,machine_type_id,machine_type_detail_id,machine_tariffplan_id,vendor,model,registration_number,registration_year,construction_year,start_service_year,factory_number,ce,notified_organism_id,carried_weight,max_liters,ps_bar,fluid,producibility,region,province,city,zipcode,address,first_audit_at,last_audit_at,next_audit_at,usage,customer_machine_code,attachment_id,note,state,next_audit_type_code,reg_numb_year,reg_numb_activity_code,reg_numb_code,reg_numb_province,subject_to_startups,panieri_riserva,on_number,is_ped_group,group_factory_number,group_reg_number,ped_category,fluid_type,is_ui_group,ped_reg_numb_year,ped_reg_numb_activity_code,ped_reg_numb_code,ped_reg_numb_province,gvr_category,temp_min,temp_max,fluid_state,address_n,,,,,,,,,,,,,,,,,,,,,,
74,186,NULL,2,9,37,Mulinari,,,1993,1993,1993,1869332,SI,NULL,3200,NULL,NULL,NULL,NULL,17,66,7106,32030,Via Pradenich ,2004-11-17,2013-12-04,2016-12-09,construction,,NULL,06/12/2016 CHIAMATI PER SCADENZA VERIFICA MA FORSE A FINE ANNO PASSANO LA DITTA...VEDIAMO 2017 COSA HANNO DECISO,0,SUCC_ANNUALE,1993,0,344,RA,0,0,,0,,,,0,0,1993,0,344,RA,,0,0,,38,,,,,,,,,,,,,,,,,,,,,,
75,186,NULL,2,8,36,Hiab,100/AWV,,1990,1990,1990,5016,SI,NULL,4400,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca 5,2004-12-24,2013-11-26,2015-11-26,construction,,NULL,,0,SUCC_ANNUALE,1990,0,206,UD,0,0,,0,,,,0,0,1990,0,206,UD,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
76,186,NULL,2,8,35,Bonfiglioli,3100 N,,1997,1995,1996,1129,SI,NULL,1550,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca  co MORETTO,2004-12-24,2013-12-06,2016-12-14,construction,,NULL,"Sconto 15%
",0,SUCC_ANNUALE,1997,2,114,BL,0,0,,0,,,,0,0,1997,2,114,BL,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,
77,52,NULL,3,11,44,I.C.E.M SPA,115120,,1982,1982,1982,29814,NO,NULL,NULL,5000,18,0,0,20,88,8031,54021,LOC. MORIANO,1982-02-04,1993-07-12,2024-05-18,steel,3187,NULL,,1,INT_DEC,1982,0,41268,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
78,52,NULL,3,11,44,OTAR DI SETTIMI,298350,,1986,1986,1996,13941,NO,NULL,NULL,5000,18,0,0,20,88,8031,54021,LOC. MORIANO,1996-07-19,0199-07-19,2024-05-21,steel,3188,NULL,,1,INT_DEC,1986,0,3286,RM,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
79,281,NULL,2,8,35,Pm Group Spa,PM 6523,,2002,2001,2002,GA320706,SI,NULL,2850,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca  coMORETTO,2012-10-11,2014-01-30,2019-01-25,construction,,NULL,Sconto 15%,1,SUCC_ANNUALE,2002,2,60,BL,0,0,,0,,,,0,0,2,2,60,BL,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,
80,281,NULL,2,8,32,Benazzato PRESCRIZIONI BULLONI,197-14-14-500 - 2020 DECIDONO cosa,,1999,1999,1999,3683,SI,NULL,1000,NULL,NULL,NULL,NULL,17,66,7125,31016,Villa di Villa,2013-06-15,2013-06-15,2019-05-08,construction,,NULL,strutturale SFERA del 14/05/2019 valida fino a 14/05/2022,1,SUCC_ANNUALE,1999,2,54,BL,0,0,,0,,,,0,0,1999,2,54,BL,,0,0,,82,,,,,,,,,,,,,,,,,,,,,,
81,52,NULL,3,11,44,OTAR DI SETTIMI,298350,,1986,1986,1996,14375,NO,NULL,NULL,5000,18,0,0,20,88,8031,54021,LOC. MORIANO,1996-11-04,1996-11-04,2014-02-06,steel,3199,NULL,,1,INT_DEC,1986,0,4267,RM,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
82,52,NULL,3,11,44,A. MERLONI SPA,10,,1986,1986,1995,118494,NO,NULL,NULL,5000,18,0,0,20,88,8031,54021,LOC. MORIANO,1995-10-21,1995-10-21,2014-02-06,steel,3190,NULL,,1,INT_DEC,1986,0,9494,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
83,52,NULL,3,11,44,A. MERLONI SPA,10,,1986,1986,1986,118501,NO,NULL,NULL,5000,18,0,0,20,88,8031,54021,LOC. MORIANO,1999-06-10,1999-06-10,2024-05-21,steel,3191,NULL,,1,INT_DEC,1986,0,9501,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
84,52,NULL,3,11,44,OTAR DI SETTIMI,298350,,1986,1986,1996,19427,NO,NULL,NULL,5000,18,0,0,20,88,8031,54021,LOC. MORIANO,1996-07-19,1998-05-18,2024-05-21,steel,3192,NULL,,1,INT_DEC,1987,0,304,RM,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
85,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2000,2000,2000,680636,NO,NULL,NULL,5000,1,0,0,20,88,8031,54021,LOC. MORIANO,2000-11-02,2000-11-02,2024-05-21,steel,3193,NULL,,1,INT_DEC,2000,3,38636,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
86,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2000,2000,2000,680638,NO,NULL,NULL,5000,1,0,0,20,88,8031,54021,LOC. MORIANO,2000-11-02,2000-11-02,2024-05-20,steel,3194,NULL,,1,INT_DEC,2000,3,38638,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
87,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2000,2000,2000,67410,NO,NULL,NULL,5000,18,0,0,20,88,6960,54024,FRAZ. BRANCA,2000-07-06,2000-07-06,2024-05-07,steel,3196,NULL,,1,INT_DEC,2000,3,30410,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
88,52,NULL,3,11,43,A. MERLONI SPA,10,,1985,1985,1986,103094,NO,NULL,NULL,990,18,0,0,20,88,6975,54039,"Z.I. PIP, 8 P. PATTOLI",1986-02-05,1994-06-27,2014-02-06,steel,3197,NULL,,1,INT_DEC,1985,0,9094,M,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
89,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,1991,1991,1992,314202,NO,NULL,NULL,3000,18,0,0,20,88,6955,54018,S.S. FLAMINIA KM. 147,1992-07-17,2001-09-25,2014-02-06,steel,3198,NULL,,1,INT_DEC,1991,0,27202,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
90,52,NULL,3,11,44,OTAR DI SETTIMI,298350,,1988,1988,1990,36888,NO,NULL,NULL,1750,18,0,0,20,88,6974,54038,LOC  CERQUETO DI  TRECINE,1990-05-22,1990-05-22,2014-02-06,steel,3153,NULL,,1,INT_DEC,1988,0,13573,RM,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
91,52,NULL,3,11,44,A. MERLONI SPA,10,,1986,1986,1989,114384,NO,NULL,NULL,3000,18,0,0,20,88,6975,54039,"STRADA FONTE CANALE, 3/A",1989-10-09,1989-10-09,2024-10-21,steel,3200,NULL,,1,INT_DEC,1986,0,5384,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
92,52,NULL,3,11,44,I.C.I. CALDAIE S.P.A.,123688,,1990,1990,1994,61610,NO,NULL,NULL,5000,18,0,0,20,88,6987,54052,"LOC. SAN VALENTINO, 38/A",1994-12-12,1994-12-12,2024-09-24,steel,3201,NULL,,1,INT_DEC,1990,0,10750,VR,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
93,52,NULL,3,11,44,THERMODYNE DI PENATI,517910,,1982,1982,1990,6178,NO,NULL,NULL,5000,18,0,0,20,88,6952,54015,LOC. TEVERNE,1986-08-29,1990-05-03,2014-02-06,steel,3202,NULL,,1,INT_DEC,1982,2,96706,TO,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
94,52,NULL,3,11,44,A. MERLONI SPA,10,,1986,1986,1998,129234,NO,NULL,NULL,3000,18,0,0,20,88,6989,54054,"VIA  CASA DEL PUTTO, 6/A",1998-02-13,1998-02-13,2024-05-07,steel,3203,NULL,,1,INT_DEC,1986,0,20234,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
95,52,NULL,3,11,43,A. MERLONI SPA,115429,,1984,1984,1987,65493,NO,NULL,NULL,990,18,0,0,20,88,6989,54054,VIA XXV APRILE Z.I. PIETRAROSS,1984-07-24,1998-06-05,2024-05-07,steel,3205,NULL,,1,INT_DEC,1984,0,1563,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
96,52,NULL,3,11,44,PROVIDES METALMECCANICA,322825,,1989,1989,1989,10919,NO,NULL,NULL,1750,18,0,0,20,88,6991,54056,LOC. SPEDALICCHIO,1989-12-12,2000-05-03,2024-06-17,steel,3205,NULL,,1,INT_DEC,1989,0,819,LT,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
97,281,NULL,2,8,32,Terex Comedil,CBR 24 H2,,2003,2003,2007,G6703006,SI,NULL,2000,NULL,NULL,NULL,NULL,17,66,8042,32016,via Andrea Costa,2012-10-31,2014-02-12,2020-12-04,construction,,NULL,tel.Loris 3385620000,1,SUCC_ANNUALE,2003,2,83,BL,0,0,,0,,,,0,0,2003,2,83,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
98,52,NULL,3,11,43,A. MERLONI SPA,115429,,1984,1984,1984,67840,NO,NULL,NULL,990,18,0,0,20,88,6964,54028,LOC. SCARAMUCCIA,1984-02-24,1984-02-24,2014-02-07,steel,3206,NULL,,1,INT_DEC,1984,0,3890,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
99,52,NULL,3,11,44,FASERBATOI S.P.A.,77432,,1988,1988,1986,3513,NO,NULL,NULL,1750,18,0,0,20,88,6957,54020,"VIA TUBERTE, 20",1996-10-15,1996-10-15,2014-02-07,steel,3207,NULL,,1,INT_DEC,1988,0,3513,FG,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
100,52,NULL,3,11,44,A. MERLONI SPA,10,,1989,1989,1997,238422,NO,NULL,NULL,1750,18,0,0,20,88,6957,54020,VIA DEL PISCIARELLO,1997-03-07,1997-03-07,2014-02-07,steel,3208,NULL,,1,INT_DEC,1989,0,35422,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
101,52,NULL,3,11,44,WALTER TOSTO SERBATOI SPA,131741,,1993,1993,1994,110876,NO,NULL,NULL,5000,18,0,0,20,88,6987,54052,LOC. VOLPOLANO ASPROLI,1994-03-16,1994-03-16,2014-02-07,steel,3209,NULL,,1,INT_DEC,1993,0,7110,CH,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
102,52,NULL,3,11,44,I.C.E.M SPA,115429,,1981,1981,1983,35944,NO,NULL,NULL,3000,18,0,0,20,88,6975,54039,"VIA S.PENNA, 60",1983-05-10,1991-10-02,2014-02-07,steel,3218,NULL,,1,INT_DEC,1981,0,40399,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
103,290,NULL,2,8,36,PM GROUP SPA,PM 20024,,2002,2002,2002,GA280254,SI,NULL,9000,NULL,NULL,NULL,NULL,17,66,7113,32032,C/O Cantiere,2012-12-17,2014-01-31,2021-01-22,construction,,NULL,,1,SUCC_ANNUALE,2002,2,62,BL,0,0,,0,,,,0,0,2002,2,62,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
104,249,NULL,2,8,36,Autogru Pm Spa,PM 42024 LC,,2002,2002,2002,GA400066,SI,NULL,16000,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca MORETTO,2013-05-10,2014-01-30,2020-02-27,construction,,NULL,Sconto 15%,0,SUCC_ANNUALE,2002,2,61,BL,0,0,,0,,,,0,0,2002,2,61,BL,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,
105,52,NULL,3,11,44,OTAR DI SETTIMI,298350,,1986,1986,1986,14399,NO,NULL,NULL,3000,18,0,0,20,88,6970,54034,"VIA FANO, 41",1986-12-01,1999-03-23,2024-05-07,steel,3219,NULL,,1,INT_DEC,1986,0,4291,RM,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
106,249,NULL,2,8,36,Hiab,100 AW,,1987,1987,1987,4206,SI,NULL,4450,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca 5 coMORETTO,2014-02-04,2014-02-04,2020-01-11,construction,,NULL,,0,SUCC_ANNUALE,BZ,0,341,87,0,0,,0,,,,0,0,BZ,0,341,87,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
107,52,NULL,3,11,43,A. MERLONI SPA,10,,1985,1985,1985,88662,NO,NULL,NULL,990,18,0,0,20,88,6971,54035,LOC. SERRAVALLE,1985-06-28,1989-03-10,2014-02-07,steel,3221,NULL,,1,INT_DEC,1985,0,3662,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
108,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,1994,1994,0,446035,NO,NULL,NULL,1750,18,0,0,20,88,6960,54024,LOC. BACCARESCA,NULL,2014-02-07,2014-02-07,steel,3222,NULL,,1,INT_DEC,1994,0,22035,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
109,52,NULL,3,11,44,A. MERLONI SPA,10,,1989,1989,0,208927,NO,NULL,NULL,5000,18,0,0,20,88,6982,54047,VIA DI VAL CASANA,NULL,2014-02-07,2014-02-07,steel,3223,NULL,,1,INT_DEC,1989,0,5927,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
110,52,NULL,3,11,43,OTAR DI SETTIMI,298350,,1990,1990,1991,65350,NO,NULL,NULL,990,18,0,0,20,88,6960,54024,VIA CHIESA DI BELLUGELLO,1991-05-17,2000-04-17,2024-05-07,steel,3224,NULL,,1,INT_DEC,1990,0,11535,RM,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
111,52,NULL,3,11,43,A. MERLONI SPA,115429,,1984,1984,1985,73289,NO,NULL,NULL,990,18,0,0,20,88,6975,54039,"VIA TUDERTE, 105/C",1985-09-11,1994-05-03,2014-02-07,steel,3225,NULL,,1,INT_DEC,1984,0,9359,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
112,290,NULL,2,8,32,Potain,Igo 12,,2003,2002,2003,91024,SI,NULL,1800,NULL,NULL,NULL,NULL,17,66,7113,32032,cantiere Farra,2012-12-06,2012-12-06,2019-04-05,construction,,NULL,,1,SUCC_ANNUALE,2003,2,153,BL,0,0,,0,,,,0,0,2003,2,153,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
113,290,NULL,2,8,32,Potain,Igo 36,,2003,2003,2003,95245,SI,NULL,4000,NULL,NULL,NULL,NULL,17,66,7113,32032,VIA Paolina,2012-12-06,2012-12-06,2021-06-03,construction,,NULL,,1,SUCC_ANNUALE,2003,2,157,BL,0,0,,0,,,,0,0,2003,2,157,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
114,52,NULL,3,11,44,PLINOXOTAR SRL,298350,,1990,1990,1993,56809,NO,NULL,NULL,3000,18,0,0,20,88,6987,54052,"LOC. ASPROLI, 7",1993-10-06,1993-10-06,2014-02-07,steel,3226,NULL,,1,INT_DEC,1990,0,15053,RM,0,0,100,0,,,,1,0,1990,0,15053,R,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
115,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,1994,1994,0,452901,NO,NULL,NULL,3000,18,0,0,20,88,6975,54039,"STR.TIBERINA NORD, 70/A",NULL,2014-02-07,2014-02-07,steel,3227,NULL,,1,INT_DEC,1994,0,28901,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
116,292,NULL,1,5,7,Fassi / Socage,F 1500 AXP 28 / PA 180/246,,0,2005,0,PA 246007,--,NULL,300,NULL,NULL,NULL,NULL,10,78,5728,9030,"Via Orso Maria Corbino, 29",NULL,2014-02-03,2016-01-30,Altro,,NULL,,1,SUCC_ANNUALE,2009,2,466,CS,0,0,,0,,,,0,0,,,,,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
117,52,NULL,3,11,44,OTAR DI SETTIMI,,,1986,1986,1988,16694,NO,NULL,NULL,3000,18,0,0,20,88,6974,54038,"VIA G. BRODOLINI, 4",1988-04-05,1988-04-05,2014-02-07,steel,3152,NULL,,1,INT_DEC,1986,0,8090,R,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
118,249,NULL,2,8,36,Autogru Pm spa,PM 37024 LC,,2002,2002,2002,GA420295,SI,NULL,17000,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca c/o Moretto,2013-05-03,2014-02-21,2020-02-25,construction,,NULL,,0,SUCC_ANNUALE,2002,2,44,BL,0,0,,0,,,,0,0,2,2,44,BL,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
119,292,NULL,2,8,36,FASSI / Sante Andrea,F1400A/1500AXP.28,,2008,2005,0,1034,SI,NULL,25500,NULL,NULL,NULL,NULL,10,78,5736,9067,Via Orso Maria Corbino,NULL,2014-02-03,2021-04-17,construction,,NULL,,1,SUCC_ANNUALE,2008,2,112,CS,0,0,,0,,,,0,0,2008,2,112,CS,,0,0,,29,,,,,,,,,,,,,,,,,,,,,,
120,52,NULL,3,11,44,OTAR DI SETTIMI,298350,,1988,1988,1989,27431,NO,NULL,NULL,1750,18,0,0,20,88,6960,54024,FRAZ. BRANCA,1989-03-06,1997-06-20,2024-05-07,steel,3228,NULL,,1,INT_DEC,1988,0,416,RM,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
121,292,NULL,1,5,7,C.E.L.A. ,TELJ46,,2012,1999,0,CL1033,SI,NULL,200,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Orso Maria Corbino,NULL,2014-02-03,2021-04-17,construction,,NULL,,1,SUCC_ANNUALE,2012,2,38,CA,0,0,,0,,,,0,0,2012,2,38,CA,,0,0,,29,,,,,,,,,,,,,,,,,,,,,,
122,52,NULL,3,11,44,OTAR DI SETTIMI,298350,,1988,1988,1989,28983,NO,NULL,NULL,1750,18,0,0,20,88,6960,54024,"STR. STATALE CONTESSA KM 8,400",1989-03-06,1997-07-14,2024-05-07,steel,3229,NULL,,1,INT_DEC,1988,0,34488,RM,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
123,52,NULL,3,11,43,A. MERLONI SPA,115429,,1984,1984,1985,73312,NO,NULL,NULL,990,18,0,0,20,88,6975,54039,"STR. DELLE PULITE, 60",1985-06-05,1994-05-10,2024-10-22,steel,3230,NULL,,1,INT_DEC,1984,0,9382,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
124,292,NULL,2,9,39,Liebherr - Werk,LTM 1220-5.2,,2006,2006,2006,70344,SI,NULL,220000,NULL,NULL,NULL,NULL,10,78,5736,9030,Orso Maria Corbino,NULL,NULL,2021-04-17,construction,,NULL,,1,SUCC_ANNUALE,2006,2,144,CA,0,0,,0,,,,NULL,0,2006,2,144,CA,,0,0,,29,,,,,,,,,,,,,,,,,,,,,,
125,52,NULL,3,11,43,DI ZIO SPA,,,1982,1982,1987,4837,NO,NULL,NULL,990,18,0,0,20,88,6975,54039,LOC. S. ANDREA DELLE FRATTE,1987-09-08,1994-06-29,2014-02-07,steel,3231,NULL,,1,INT_DEC,1982,0,17278,PE,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
126,292,NULL,2,9,39,LIEBHERR - WERK,LTM 1090/2,,2008,2001,2008,63148,SI,NULL,90000,NULL,NULL,NULL,NULL,10,81,5961,9010,"Cantiere Nuova S.S. Sassari-Olbia, Lotto 2",NULL,2013-09-23,2021-09-08,construction,BP317PE,NULL,,1,SUCC_ANNUALE,2008,2,271,CA,0,0,,0,,,,NULL,0,2008,2,271,CA,,0,0,,---,,,,,,,,,,,,,,,,,,,,,,
127,292,NULL,2,9,38,Krupp,KMK 3045,,1990,1990,1990,208531,--,NULL,45000,NULL,NULL,NULL,NULL,10,78,5736,9030,Via Orso Maria Corbino,NULL,2013-05-04,2017-05-31,Altro,,NULL,,1,SUCC_ANNUALE,1990,0,912,CN,0,0,,0,,,,0,0,90,0,912,CN,,0,0,,29,,,,,,,,,,,,,,,,,,,,,,
128,249,NULL,2,8,36,Fassi,F60.22,,2003,1988,2003,9150,SI,NULL,3800,NULL,NULL,NULL,NULL,17,66,7114,32030,Via Monte Vallorca  coMORETTO,2009-01-30,2009-01-30,2019-03-26,construction,,NULL,"Sconto 15% 
Verifica in programma",0,SUCC_ANNUALE,2003,2,90,BL,0,0,,0,,,,0,0,3,2,90,BL,,0,0,,5,,,,,,,,,,,,,,,,,,,,,,
129,52,NULL,3,11,43,I.C.E.M SPA,115429,,1983,1983,1983,49519,NO,NULL,NULL,990,18,0,0,20,88,6991,54056,LOC. MONTEACAUTO POLGETO,1983-10-11,1995-12-18,2014-02-07,steel,3232,NULL,,1,INT_DEC,1983,0,425,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
130,249,NULL,2,8,28,Omis,,,1994,1989,1994,4770,NO,NULL,15000,NULL,NULL,NULL,NULL,17,66,7130,32014,Via Papa Luciani ,2004-01-16,2014-02-11,2020-05-08,Altro,,NULL,,0,SUCC_BIENNALE,1994,0,223,BL,0,0,,0,,,,0,0,1994,0,223,BL,,0,0,,28,,,,,,,,,,,,,,,,,,,,,,
131,52,NULL,3,11,44,I.C.E.M SPA,112459,,1981,1981,1986,35943,NO,NULL,NULL,3000,18,0,0,20,88,6991,54056,"LOC. RESINA, 318",1986-02-28,1986-02-28,2014-02-07,steel,3233,NULL,,1,INT_DEC,1981,0,40398,MC,0,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
132,244,NULL,2,6,13,Merlo Roto,30.16K,,2002,2002,2011,B2266848,SI,NULL,3000,NULL,NULL,NULL,NULL,17,70,7429,30175,Via F.lli Bandiera 55/6,NULL,2013-09-19,2016-01-07,Altro,,NULL,,0,SUCC_ANNUALE,12,2,344,VE,0,0,,0,,,,0,0,12,2,344,VE,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
133,52,NULL,3,11,44,ANTONIO MERLONI SPA,11500,,2002,2002,2002,738537,NO,NULL,NULL,5000,18,0,0,20,88,6994,54059,VIA GALLANO,2002-02-18,2002-02-18,2024-05-07,steel,3234,NULL,,1,INT_DEC,2002,3,8537,MC,1,0,100,0,,,,1,0,,,,,IV,NULL,NULL,GAS,,,,,,,,,,,,,,,,,,,,,,,
134,296,NULL,2,8,27,Omis,GSB6.3,,2009,1995,1995,8137,SI,NULL,6300,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna 17,NULL,2013-01-15,2021-02-05,Altro,,NULL,,1,SUCC_BIENNALE,1995,0,1334,VR,0,0,,0,,,,0,0,1995,0,1334,VR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
135,296,NULL,2,8,27,Omis,GSB-5,,2009,1995,1995,8138,SI,NULL,5000,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna 17,NULL,2013-01-15,2021-02-05,Altro,,NULL,,1,SUCC_BIENNALE,1995,0,1333,VR,0,0,,0,,,,0,0,1995,0,1333,VR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
136,296,NULL,2,8,27,Omis,GSB-5,,2009,1995,1995,8139,SI,NULL,5000,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna 17,NULL,2013-01-15,2021-02-05,Altro,,NULL,,1,SUCC_BIENNALE,1995,0,1332,VR,0,0,,0,,,,0,0,1995,0,1332,VR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
137,296,NULL,2,8,27,Eurocostruzioni Pellegrini,OMIS,,2008,1995,1995,305,SI,NULL,4000,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna 17,NULL,2013-01-15,2021-02-05,Altro,,NULL,,1,SUCC_BIENNALE,1995,0,1380,VR,0,0,,0,,,,0,0,1995,0,1380,VR,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
138,296,NULL,2,8,27,Omis,GSB 5,,2013,2008,2013,21231,SI,NULL,5000,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna 17,NULL,2013-03-15,2021-02-05,Altro,,NULL,,1,SUCC_BIENNALE,2008,2,1232,VR,0,0,,0,,,,0,0,2008,2,1232,VR,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
139,296,NULL,2,8,36,Hiab,175-2,,2000,2000,2000,17501512,SI,NULL,6500,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna ,NULL,2013-03-15,2021-12-18,construction,,NULL,Strutturale SFERA del 26/11/2020 valida 6 anni: SCADENZA 26/11/2026,1,SUCC_ANNUALE,2000,2,3125,VR,0,0,,0,,,,0,0,2000,2,3125,VR,,0,0,,17,,,,,,,,,,,,,,,,,,,,,,
140,296,NULL,2,8,36,Hiab,175-2,,2008,2007,2008,17503205,SI,NULL,6500,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna ,NULL,2013-04-05,2021-06-04,steel,,NULL,,1,SUCC_ANNUALE,2008,2,1048,VR,0,0,,0,,,,0,0,8,2,1048,VR,,0,0,,17,,,,,,,,,,,,,,,,,,,,,,
141,296,NULL,2,8,36,Bonfiglioli,P20000XL/2SI,,2007,2007,2007,2046,SI,NULL,4010,NULL,NULL,NULL,NULL,17,71,7628,37069,Via Spagna 17,NULL,2013-04-05,2021-06-23,Altro,,NULL,,1,SUCC_ANNUALE,2008,2,552,VR,0,0,,0,,,,0,0,2008,2,552,VR,,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,
